1000 249960
0 3 22
0 4 17
0 6 20
0 11 21
0 12 2
0 14 8
0 15 18
0 16 9
0 18 2
0 21 25
0 22 19
0 26 13
0 30 24
0 32 17
0 33 3
0 36 23
0 37 10
0 41 9
0 42 22
0 45 20
0 46 7
0 47 7
0 50 5
0 51 20
0 53 14
0 54 18
0 55 3
0 57 19
0 58 8
0 59 19
0 62 16
0 63 20
0 65 21
0 67 19
0 70 6
0 71 20
0 75 22
0 76 1
0 77 16
0 79 9
0 80 12
0 81 16
0 83 13
0 84 17
0 85 12
0 88 20
0 92 13
0 93 14
0 94 23
0 97 24
0 99 11
0 101 10
0 102 15
0 103 22
0 104 17
0 107 25
0 108 15
0 111 12
0 112 23
0 115 11
0 117 22
0 120 12
0 121 7
0 123 14
0 125 3
0 128 6
0 129 2
0 131 7
0 132 20
0 133 24
0 137 20
0 138 5
0 139 19
0 140 11
0 145 24
0 151 13
0 153 16
0 158 3
0 159 14
0 163 5
0 164 13
0 170 24
0 171 14
0 173 19
0 177 15
0 179 22
0 180 5
0 187 14
0 188 14
0 189 18
0 191 25
0 193 25
0 194 22
0 195 17
0 196 11
0 197 24
0 199 13
0 202 18
0 203 14
0 204 2
0 207 9
0 208 24
0 210 13
0 215 11
0 216 25
0 218 13
0 219 10
0 220 17
0 221 10
0 223 20
0 224 20
0 225 14
0 226 17
0 227 10
0 229 20
0 230 19
0 231 23
0 235 2
0 236 10
0 237 1
0 238 8
0 240 20
0 241 7
0 245 5
0 246 17
0 247 17
0 249 22
0 250 8
0 251 25
0 252 23
0 255 24
0 258 1
0 261 11
0 264 22
0 265 21
0 266 24
0 267 1
0 268 25
0 272 3
0 277 3
0 283 25
0 286 6
0 291 7
0 294 1
0 295 11
0 298 20
0 300 9
0 303 24
0 306 16
0 307 8
0 308 13
0 309 22
0 311 7
0 313 10
0 314 9
0 315 18
0 316 8
0 317 13
0 318 13
0 319 21
0 320 24
0 323 10
0 324 11
0 325 3
0 326 11
0 330 18
0 332 13
0 334 20
0 335 25
0 336 23
0 338 11
0 340 10
0 343 18
0 344 16
0 345 19
0 349 22
0 350 19
0 351 14
0 352 20
0 355 24
0 358 17
0 360 15
0 361 13
0 364 23
0 366 2
0 367 23
0 368 19
0 370 25
0 372 5
0 373 10
0 376 25
0 380 13
0 384 20
0 386 2
0 387 4
0 391 19
0 393 9
0 398 8
0 401 20
0 403 5
0 406 25
0 410 6
0 413 22
0 420 21
0 421 7
0 422 10
0 423 13
0 424 13
0 425 17
0 427 15
0 428 4
0 431 13
0 432 4
0 434 16
0 437 9
0 440 5
0 441 9
0 447 8
0 448 10
0 450 7
0 454 20
0 456 16
0 457 24
0 459 13
0 460 15
0 461 17
0 462 18
0 464 22
0 467 13
0 468 24
0 471 14
0 473 20
0 474 12
0 477 3
0 478 16
0 479 13
0 487 18
0 491 1
0 494 23
0 496 17
0 497 9
0 498 6
0 500 5
0 501 8
0 503 17
0 505 10
0 506 6
0 507 12
0 508 11
0 511 1
0 512 1
0 522 20
0 525 22
0 528 17
0 529 25
0 530 5
0 531 13
0 534 19
0 538 3
0 540 15
0 542 14
0 544 24
0 550 13
0 553 9
0 554 18
0 555 2
0 557 11
0 560 3
0 561 18
0 562 11
0 563 12
0 564 21
0 565 19
0 566 10
0 569 5
0 570 16
0 573 24
0 574 2
0 575 24
0 578 24
0 581 22
0 585 11
0 586 20
0 588 3
0 589 3
0 594 13
0 595 14
0 596 9
0 597 5
0 600 1
0 601 7
0 604 13
0 605 25
0 606 11
0 607 15
0 608 7
0 611 4
0 613 14
0 614 22
0 616 25
0 617 14
0 625 7
0 627 11
0 629 12
0 630 19
0 631 13
0 632 18
0 633 12
0 634 25
0 638 24
0 639 5
0 640 17
0 641 9
0 643 18
0 645 2
0 646 12
0 648 9
0 649 9
0 652 11
0 654 12
0 655 13
0 656 6
0 658 21
0 659 19
0 662 18
0 663 25
0 666 13
0 667 9
0 671 11
0 672 7
0 673 4
0 674 8
0 676 4
0 677 4
0 679 21
0 680 11
0 681 23
0 682 15
0 685 6
0 687 1
0 688 23
0 695 7
0 698 17
0 699 12
0 706 22
0 707 7
0 711 2
0 713 12
0 718 25
0 723 13
0 724 10
0 726 9
0 728 25
0 735 14
0 737 8
0 739 12
0 742 24
0 744 20
0 745 6
0 746 2
0 747 19
0 751 23
0 754 20
0 759 9
0 760 22
0 761 14
0 762 19
0 764 20
0 768 13
0 772 21
0 773 6
0 776 20
0 777 13
0 779 24
0 783 25
0 784 18
0 788 19
0 789 17
0 790 15
0 791 9
0 794 24
0 796 1
0 798 18
0 799 18
0 800 11
0 802 20
0 803 4
0 804 3
0 805 24
0 806 7
0 807 22
0 808 20
0 809 24
0 812 6
0 818 9
0 821 7
0 823 24
0 825 7
0 827 6
0 828 11
0 831 1
0 832 19
0 834 9
0 835 1
0 838 24
0 839 4
0 841 25
0 842 3
0 845 21
0 846 11
0 847 20
0 848 16
0 850 24
0 852 10
0 854 24
0 857 20
0 861 6
0 863 14
0 864 12
0 865 19
0 867 11
0 870 23
0 871 4
0 872 15
0 873 7
0 876 2
0 877 14
0 879 24
0 880 15
0 882 23
0 886 24
0 888 17
0 889 19
0 891 19
0 892 17
0 894 12
0 901 6
0 902 9
0 903 11
0 904 24
0 905 12
0 909 13
0 911 21
0 912 1
0 913 8
0 914 5
0 915 4
0 916 1
0 919 9
0 922 3
0 926 25
0 927 23
0 928 22
0 929 3
0 931 9
0 932 9
0 938 12
0 939 16
0 940 15
0 941 17
0 943 17
0 953 17
0 955 24
0 956 7
0 957 22
0 958 20
0 959 12
0 960 12
0 961 13
0 962 10
0 963 7
0 964 9
0 969 19
0 972 18
0 973 5
0 974 6
0 975 3
0 976 3
0 978 16
0 979 18
0 981 10
0 983 22
0 984 9
0 986 19
0 987 10
0 989 6
0 991 9
0 993 21
0 994 3
0 995 18
0 998 7
1 8 17
1 9 6
1 13 1
1 14 1
1 16 11
1 17 21
1 18 18
1 20 3
1 21 18
1 22 25
1 24 5
1 30 3
1 31 1
1 34 3
1 35 1
1 36 13
1 38 8
1 40 9
1 42 11
1 44 9
1 45 3
1 46 2
1 48 11
1 51 18
1 52 4
1 53 25
1 54 25
1 55 9
1 58 7
1 59 17
1 67 18
1 68 18
1 69 9
1 70 9
1 73 6
1 74 5
1 78 17
1 79 12
1 80 2
1 81 14
1 82 22
1 83 13
1 84 18
1 86 14
1 92 2
1 93 7
1 94 20
1 95 20
1 96 25
1 100 24
1 101 5
1 103 20
1 104 19
1 118 17
1 120 4
1 123 10
1 127 19
1 130 16
1 131 8
1 136 3
1 137 20
1 139 22
1 140 16
1 143 1
1 145 21
1 147 3
1 152 19
1 153 19
1 154 11
1 155 19
1 157 3
1 158 10
1 161 3
1 162 16
1 166 16
1 169 14
1 170 23
1 172 16
1 174 12
1 177 24
1 178 23
1 179 9
1 180 18
1 184 5
1 189 16
1 190 4
1 191 1
1 192 13
1 193 23
1 194 1
1 195 12
1 197 4
1 199 19
1 200 10
1 201 11
1 204 4
1 209 21
1 211 25
1 212 19
1 214 9
1 215 10
1 216 12
1 217 6
1 219 3
1 220 14
1 223 2
1 231 17
1 233 13
1 234 17
1 236 20
1 237 6
1 239 9
1 240 3
1 243 15
1 244 22
1 245 18
1 246 16
1 247 15
1 248 24
1 249 23
1 251 6
1 252 13
1 253 5
1 254 16
1 256 24
1 264 9
1 267 22
1 268 6
1 270 10
1 274 3
1 275 10
1 276 7
1 277 2
1 286 11
1 289 22
1 290 9
1 291 2
1 292 17
1 293 15
1 294 2
1 296 9
1 297 11
1 298 13
1 300 13
1 302 15
1 306 4
1 310 20
1 313 22
1 314 5
1 316 6
1 317 19
1 319 6
1 320 3
1 323 23
1 324 18
1 326 3
1 328 8
1 330 16
1 331 13
1 332 9
1 334 13
1 335 12
1 337 23
1 338 3
1 342 22
1 343 3
1 344 7
1 345 2
1 346 19
1 347 5
1 349 4
1 351 18
1 353 15
1 355 6
1 356 24
1 359 4
1 362 13
1 364 16
1 367 21
1 368 8
1 372 10
1 373 9
1 375 8
1 376 12
1 377 19
1 378 25
1 382 5
1 385 22
1 386 15
1 387 16
1 389 18
1 392 24
1 393 3
1 394 1
1 395 14
1 396 23
1 398 14
1 399 21
1 400 14
1 401 6
1 402 14
1 403 20
1 404 14
1 406 5
1 408 21
1 409 25
1 412 12
1 413 25
1 414 15
1 415 17
1 417 6
1 418 3
1 419 11
1 421 19
1 422 19
1 423 21
1 426 7
1 433 19
1 434 25
1 435 12
1 441 1
1 442 20
1 445 23
1 446 22
1 447 17
1 448 8
1 450 9
1 451 8
1 452 24
1 453 13
1 456 11
1 457 3
1 458 7
1 460 24
1 461 6
1 467 15
1 469 22
1 470 19
1 471 15
1 472 6
1 473 9
1 475 23
1 476 21
1 484 3
1 485 3
1 486 4
1 487 11
1 488 10
1 491 2
1 492 15
1 504 19
1 508 19
1 509 24
1 510 20
1 512 12
1 513 15
1 514 25
1 516 8
1 517 13
1 521 12
1 525 17
1 529 10
1 532 17
1 534 13
1 536 21
1 538 18
1 539 21
1 545 5
1 546 25
1 547 17
1 549 22
1 551 18
1 552 19
1 554 3
1 555 5
1 556 18
1 558 19
1 559 1
1 561 15
1 562 3
1 564 21
1 565 6
1 568 19
1 570 12
1 572 5
1 573 16
1 574 8
1 575 7
1 576 9
1 579 8
1 581 11
1 582 6
1 584 16
1 587 2
1 590 7
1 592 14
1 594 2
1 596 10
1 597 21
1 600 6
1 601 16
1 603 16
1 604 20
1 606 1
1 607 22
1 608 21
1 612 9
1 613 1
1 614 23
1 615 3
1 618 18
1 621 4
1 622 1
1 624 8
1 629 15
1 631 20
1 632 13
1 633 4
1 635 12
1 636 12
1 637 4
1 638 3
1 640 25
1 641 16
1 642 12
1 643 3
1 644 22
1 646 4
1 647 23
1 649 20
1 650 21
1 654 21
1 656 15
1 657 14
1 658 25
1 660 21
1 661 9
1 662 15
1 664 16
1 666 21
1 667 8
1 668 16
1 669 21
1 676 7
1 677 25
1 678 14
1 682 17
1 683 3
1 685 14
1 686 7
1 687 20
1 688 15
1 692 5
1 693 2
1 694 25
1 695 15
1 696 23
1 697 21
1 698 24
1 699 10
1 702 1
1 706 6
1 707 19
1 708 24
1 709 15
1 710 22
1 711 4
1 714 5
1 716 7
1 718 25
1 721 3
1 722 4
1 723 1
1 726 22
1 727 14
1 728 19
1 729 12
1 730 25
1 731 10
1 733 9
1 736 17
1 737 9
1 740 2
1 741 25
1 742 20
1 743 19
1 744 16
1 746 14
1 747 2
1 750 3
1 752 16
1 753 11
1 754 9
1 756 9
1 757 9
1 758 17
1 759 24
1 762 8
1 763 10
1 764 7
1 768 20
1 772 22
1 774 24
1 775 7
1 777 19
1 778 14
1 779 6
1 781 19
1 784 24
1 785 5
1 786 21
1 788 10
1 795 18
1 796 18
1 797 24
1 798 23
1 799 8
1 800 16
1 801 6
1 805 8
1 806 6
1 807 8
1 810 6
1 811 20
1 816 16
1 818 7
1 821 21
1 825 8
1 826 17
1 828 19
1 830 4
1 831 9
1 832 18
1 833 3
1 835 5
1 838 24
1 840 4
1 841 17
1 842 22
1 844 4
1 845 25
1 847 2
1 848 9
1 849 9
1 850 4
1 854 16
1 855 21
1 856 3
1 858 11
1 859 17
1 860 25
1 861 9
1 862 7
1 864 25
1 869 7
1 871 12
1 873 1
1 874 3
1 876 24
1 877 20
1 878 8
1 881 14
1 883 24
1 884 5
1 885 13
1 886 7
1 891 16
1 893 13
1 894 14
1 897 5
1 899 6
1 903 25
1 905 17
1 906 22
1 908 15
1 909 19
1 910 2
1 911 3
1 912 23
1 913 22
1 914 17
1 920 2
1 923 4
1 926 1
1 928 25
1 930 6
1 932 5
1 933 3
1 938 2
1 939 19
1 940 13
1 941 12
1 944 18
1 949 15
1 950 16
1 951 2
1 952 25
1 953 5
1 955 4
1 957 2
1 958 5
1 960 10
1 964 15
1 965 20
1 966 17
1 968 14
1 971 7
1 972 16
1 973 21
1 976 13
1 979 2
1 982 10
1 983 2
1 987 7
1 988 25
1 989 25
1 991 12
1 993 10
1 994 9
1 999 9
2 5 9
2 7 12
2 9 22
2 11 2
2 12 13
2 14 15
2 17 2
2 18 14
2 23 8
2 24 15
2 27 17
2 29 21
2 33 10
2 34 15
2 36 24
2 37 7
2 38 17
2 39 10
